occupationUri,skillUri,relationType
http://data.europa.eu/esco/occupation/00000015,http://data.europa.eu/esco/skill/00000266,optional
http://data.europa.eu/esco/occupation/00000016,http://data.europa.eu/esco/skill/00000286,essential
http://data.europa.eu/esco/occupation/00000017,http://data.europa.eu/esco/skill/00000234,essential
http://data.europa.eu/esco/occupation/00000018,http://data.europa.eu/esco/skill/00000272,optional
http://data.europa.eu/esco/occupation/00000018,http://data.europa.eu/esco/skill/00000287,optional
http://data.europa.eu/esco/occupation/00000019,http://data.europa.eu/esco/skill/00000259,optional
http://data.europa.eu/esco/occupation/00000019,http://data.europa.eu/esco/skill/00000219,essential
http://data.europa.eu/esco/occupation/00000019,http://data.europa.eu/esco/skill/00000281,optional
http://data.europa.eu/esco/occupation/00000020,http://data.europa.eu/esco/skill/00000133,optional
http://data.europa.eu/esco/occupation/00000020,http://data.europa.eu/esco/skill/00000127,optional
http://data.europa.eu/esco/occupation/00000021,http://data.europa.eu/esco/skill/00000123,essential
http://data.europa.eu/esco/occupation/00000021,http://data.europa.eu/esco/skill/00000141,optional
http://data.europa.eu/esco/occupation/00000021,http://data.europa.eu/esco/skill/00000226,essential
http://data.europa.eu/esco/occupation/00000022,http://data.europa.eu/esco/skill/00000172,essential
http://data.europa.eu/esco/occupation/00000022,http://data.europa.eu/esco/skill/00000164,essential
http://data.europa.eu/esco/occupation/00000023,http://data.europa.eu/esco/skill/00000119,optional
http://data.europa.eu/esco/occupation/00000024,http://data.europa.eu/esco/skill/00000079,optional
http://data.europa.eu/esco/occupation/00000024,http://data.europa.eu/esco/skill/00000110,optional
http://data.europa.eu/esco/occupation/00000024,http://data.europa.eu/esco/skill/00000033,optional
http://data.europa.eu/esco/occupation/00000025,http://data.europa.eu/esco/skill/00000239,essential
http://data.europa.eu/esco/occupation/00000025,http://data.europa.eu/esco/skill/00000213,optional
http://data.europa.eu/esco/occupation/00000025,http://data.europa.eu/esco/skill/00000032,optional
http://data.europa.eu/esco/occupation/00000026,http://data.europa.eu/esco/skill/00000011,optional
http://data.europa.eu/esco/occupation/00000026,http://data.europa.eu/esco/skill/00000295,essential
http://data.europa.eu/esco/occupation/00000026,http://data.europa.eu/esco/skill/00000195,optional
http://data.europa.eu/esco/occupation/00000027,http://data.europa.eu/esco/skill/00000200,essential
http://data.europa.eu/esco/occupation/00000027,http://data.europa.eu/esco/skill/00000215,optional
http://data.europa.eu/esco/occupation/00000028,http://data.europa.eu/esco/skill/00000140,optional
http://data.europa.eu/esco/occupation/00000029,http://data.europa.eu/esco/skill/00000015,optional
http://data.europa.eu/esco/occupation/00000029,http://data.europa.eu/esco/skill/00000200,optional
http://data.europa.eu/esco/occupation/00000030,http://data.europa.eu/esco/skill/00000085,essential
http://data.europa.eu/esco/occupation/00000030,http://data.europa.eu/esco/skill/00000240,optional
http://data.europa.eu/esco/occupation/00000030,http://data.europa.eu/esco/skill/00000066,essential
http://data.europa.eu/esco/occupation/00000031,http://data.europa.eu/esco/skill/00000220,essential
http://data.europa.eu/esco/occupation/00000032,http://data.europa.eu/esco/skill/00000094,optional
http://data.europa.eu/esco/occupation/00000032,http://data.europa.eu/esco/skill/00000026,optional
http://data.europa.eu/esco/occupation/00000033,http://data.europa.eu/esco/skill/00000109,optional
http://data.europa.eu/esco/occupation/00000033,http://data.europa.eu/esco/skill/00000233,optional
http://data.europa.eu/esco/occupation/00000034,http://data.europa.eu/esco/skill/00000143,optional
http://data.europa.eu/esco/occupation/00000034,http://data.europa.eu/esco/skill/00000216,essential
http://data.europa.eu/esco/occupation/00000035,http://data.europa.eu/esco/skill/00000010,essential
http://data.europa.eu/esco/occupation/00000035,http://data.europa.eu/esco/skill/00000277,optional
http://data.europa.eu/esco/occupation/00000036,http://data.europa.eu/esco/skill/00000036,essential
http://data.europa.eu/esco/occupation/00000037,http://data.europa.eu/esco/skill/00000127,essential
http://data.europa.eu/esco/occupation/00000038,http://data.europa.eu/esco/skill/00000079,essential
http://data.europa.eu/esco/occupation/00000039,http://data.europa.eu/esco/skill/00000243,essential
http://data.europa.eu/esco/occupation/00000040,http://data.europa.eu/esco/skill/00000112,optional
http://data.europa.eu/esco/occupation/00000040,http://data.europa.eu/esco/skill/00000239,essential
http://data.europa.eu/esco/occupation/00000040,http://data.europa.eu/esco/skill/00000132,essential
http://data.europa.eu/esco/occupation/00000041,http://data.europa.eu/esco/skill/00000160,essential
http://data.europa.eu/esco/occupation/00000042,http://data.europa.eu/esco/skill/00000014,optional
http://data.europa.eu/esco/occupation/00000042,http://data.europa.eu/esco/skill/00000160,optional
http://data.europa.eu/esco/occupation/00000042,http://data.europa.eu/esco/skill/00000295,essential
http://data.europa.eu/esco/occupation/00000043,http://data.europa.eu/esco/skill/00000125,essential
http://data.europa.eu/esco/occupation/00000044,http://data.europa.eu/esco/skill/00000155,essential
http://data.europa.eu/esco/occupation/00000044,http://data.europa.eu/esco/skill/00000062,optional
http://data.europa.eu/esco/occupation/00000044,http://data.europa.eu/esco/skill/00000290,optional
http://data.europa.eu/esco/occupation/00000045,http://data.europa.eu/esco/skill/00000190,optional
http://data.europa.eu/esco/occupation/00000045,http://data.europa.eu/esco/skill/00000036,essential
http://data.europa.eu/esco/occupation/00000045,http://data.europa.eu/esco/skill/00000260,optional
http://data.europa.eu/esco/occupation/00000046,http://data.europa.eu/esco/skill/00000055,optional
http://data.europa.eu/esco/occupation/00000046,http://data.europa.eu/esco/skill/00000222,optional
http://data.europa.eu/esco/occupation/00000047,http://data.europa.eu/esco/skill/00000079,optional
http://data.europa.eu/esco/occupation/00000047,http://data.europa.eu/esco/skill/00000223,optional
http://data.europa.eu/esco/occupation/00000047,http://data.europa.eu/esco/skill/00000091,optional
http://data.europa.eu/esco/occupation/00000048,http://data.europa.eu/esco/skill/00000138,essential
http://data.europa.eu/esco/occupation/00000048,http://data.europa.eu/esco/skill/00000166,essential
http://data.europa.eu/esco/occupation/00000049,http://data.europa.eu/esco/skill/00000231,optional
http://data.europa.eu/esco/occupation/00000049,http://data.europa.eu/esco/skill/00000125,optional
http://data.europa.eu/esco/occupation/00000050,http://data.europa.eu/esco/skill/00000015,optional
http://data.europa.eu/esco/occupation/00000050,http://data.europa.eu/esco/skill/00000254,essential
http://data.europa.eu/esco/occupation/00000051,http://data.europa.eu/esco/skill/00000109,optional
http://data.europa.eu/esco/occupation/00000051,http://data.europa.eu/esco/skill/00000182,optional
http://data.europa.eu/esco/occupation/00000052,http://data.europa.eu/esco/skill/00000142,essential
http://data.europa.eu/esco/occupation/00000052,http://data.europa.eu/esco/skill/00000285,essential
http://data.europa.eu/esco/occupation/00000053,http://data.europa.eu/esco/skill/00000124,optional
http://data.europa.eu/esco/occupation/00000054,http://data.europa.eu/esco/skill/00000285,optional
http://data.europa.eu/esco/occupation/00000054,http://data.europa.eu/esco/skill/00000124,optional
http://data.europa.eu/esco/occupation/00000055,http://data.europa.eu/esco/skill/00000009,optional
http://data.europa.eu/esco/occupation/00000055,http://data.europa.eu/esco/skill/00000048,essential
http://data.europa.eu/esco/occupation/00000056,http://data.europa.eu/esco/skill/00000125,optional
http://data.europa.eu/esco/occupation/00000056,http://data.europa.eu/esco/skill/00000157,optional
http://data.europa.eu/esco/occupation/00000057,http://data.europa.eu/esco/skill/00000272,optional
http://data.europa.eu/esco/occupation/00000057,http://data.europa.eu/esco/skill/00000177,optional
http://data.europa.eu/esco/occupation/00000057,http://data.europa.eu/esco/skill/00000218,optional
http://data.europa.eu/esco/occupation/00000058,http://data.europa.eu/esco/skill/00000157,essential
http://data.europa.eu/esco/occupation/00000058,http://data.europa.eu/esco/skill/00000129,essential
http://data.europa.eu/esco/occupation/00000059,http://data.europa.eu/esco/skill/00000099,essential
http://data.europa.eu/esco/occupation/00000059,http://data.europa.eu/esco/skill/00000162,essential
http://data.europa.eu/esco/occupation/00000059,http://data.europa.eu/esco/skill/00000062,essential
http://data.europa.eu/esco/occupation/00000060,http://data.europa.eu/esco/skill/00000248,optional
http://data.europa.eu/esco/occupation/00000060,http://data.europa.eu/esco/skill/00000142,essential
http://data.europa.eu/esco/occupation/00000060,http://data.europa.eu/esco/skill/00000269,essential
http://data.europa.eu/esco/occupation/00000061,http://data.europa.eu/esco/skill/00000117,essential
http://data.europa.eu/esco/occupation/00000061,http://data.europa.eu/esco/skill/00000185,optional
http://data.europa.eu/esco/occupation/00000062,http://data.europa.eu/esco/skill/00000274,essential
http://data.europa.eu/esco/occupation/00000063,http://data.europa.eu/esco/skill/00000024,optional
http://data.europa.eu/esco/occupation/00000063,http://data.europa.eu/esco/skill/00000028,essential
http://data.europa.eu/esco/occupation/00000064,http://data.europa.eu/esco/skill/00000252,optional
http://data.europa.eu/esco/occupation/00000064,http://data.europa.eu/esco/skill/00000053,optional
http://data.europa.eu/esco/occupation/00000064,http://data.europa.eu/esco/skill/00000007,optional
http://data.europa.eu/esco/occupation/00000065,http://data.europa.eu/esco/skill/00000175,essential
http://data.europa.eu/esco/occupation/00000065,http://data.europa.eu/esco/skill/00000095,optional
http://data.europa.eu/esco/occupation/00000066,http://data.europa.eu/esco/skill/00000059,optional
http://data.europa.eu/esco/occupation/00000066,http://data.europa.eu/esco/skill/00000034,optional
http://data.europa.eu/esco/occupation/00000067,http://data.europa.eu/esco/skill/00000296,essential
http://data.europa.eu/esco/occupation/00000068,http://data.europa.eu/esco/skill/00000077,optional
http://data.europa.eu/esco/occupation/00000069,http://data.europa.eu/esco/skill/00000128,essential
http://data.europa.eu/esco/occupation/00000070,http://data.europa.eu/esco/skill/00000214,optional
http://data.europa.eu/esco/occupation/00000070,http://data.europa.eu/esco/skill/00000116,optional
http://data.europa.eu/esco/occupation/00000070,http://data.europa.eu/esco/skill/00000268,optional
http://data.europa.eu/esco/occupation/00000071,http://data.europa.eu/esco/skill/00000220,essential
http://data.europa.eu/esco/occupation/00000071,http://data.europa.eu/esco/skill/00000157,essential
http://data.europa.eu/esco/occupation/00000072,http://data.europa.eu/esco/skill/00000109,optional
http://data.europa.eu/esco/occupation/00000073,http://data.europa.eu/esco/skill/00000042,essential
http://data.europa.eu/esco/occupation/00000073,http://data.europa.eu/esco/skill/00000081,essential
http://data.europa.eu/esco/occupation/00000073,http://data.europa.eu/esco/skill/00000123,essential
http://data.europa.eu/esco/occupation/00000074,http://data.europa.eu/esco/skill/00000210,optional
http://data.europa.eu/esco/occupation/00000075,http://data.europa.eu/esco/skill/00000241,essential
http://data.europa.eu/esco/occupation/00000075,http://data.europa.eu/esco/skill/00000150,optional
http://data.europa.eu/esco/occupation/00000075,http://data.europa.eu/esco/skill/00000017,optional
http://data.europa.eu/esco/occupation/00000076,http://data.europa.eu/esco/skill/00000233,optional
http://data.europa.eu/esco/occupation/00000076,http://data.europa.eu/esco/skill/00000037,essential
http://data.europa.eu/esco/occupation/00000076,http://data.europa.eu/esco/skill/00000120,optional
http://data.europa.eu/esco/occupation/00000077,http://data.europa.eu/esco/skill/00000279,essential
http://data.europa.eu/esco/occupation/00000078,http://data.europa.eu/esco/skill/00000077,essential
http://data.europa.eu/esco/occupation/00000078,http://data.europa.eu/esco/skill/00000137,essential
http://data.europa.eu/esco/occupation/00000078,http://data.europa.eu/esco/skill/00000073,essential
http://data.europa.eu/esco/occupation/00000079,http://data.europa.eu/esco/skill/00000292,optional
http://data.europa.eu/esco/occupation/00000079,http://data.europa.eu/esco/skill/00000148,essential
http://data.europa.eu/esco/occupation/00000080,http://data.europa.eu/esco/skill/00000156,optional
http://data.europa.eu/esco/occupation/00000080,http://data.europa.eu/esco/skill/00000207,optional
http://data.europa.eu/esco/occupation/00000081,http://data.europa.eu/esco/skill/00000042,optional
http://data.europa.eu/esco/occupation/00000081,http://data.europa.eu/esco/skill/00000021,optional
http://data.europa.eu/esco/occupation/00000082,http://data.europa.eu/esco/skill/00000129,essential
http://data.europa.eu/esco/occupation/00000082,http://data.europa.eu/esco/skill/00000014,essential
http://data.europa.eu/esco/occupation/00000082,http://data.europa.eu/esco/skill/00000047,optional
http://data.europa.eu/esco/occupation/00000083,http://data.europa.eu/esco/skill/00000021,optional
http://data.europa.eu/esco/occupation/00000083,http://data.europa.eu/esco/skill/00000090,optional
http://data.europa.eu/esco/occupation/00000083,http://data.europa.eu/esco/skill/00000241,essential
http://data.europa.eu/esco/occupation/00000084,http://data.europa.eu/esco/skill/00000224,optional
http://data.europa.eu/esco/occupation/00000084,http://data.europa.eu/esco/skill/00000252,optional
http://data.europa.eu/esco/occupation/00000084,http://data.europa.eu/esco/skill/00000047,optional
http://data.europa.eu/esco/occupation/00000085,http://data.europa.eu/esco/skill/00000165,essential
http://data.europa.eu/esco/occupation/00000085,http://data.europa.eu/esco/skill/00000054,optional
http://data.europa.eu/esco/occupation/00000086,http://data.europa.eu/esco/skill/00000254,optional
http://data.europa.eu/esco/occupation/00000086,http://data.europa.eu/esco/skill/00000148,essential
http://data.europa.eu/esco/occupation/00000087,http://data.europa.eu/esco/skill/00000046,optional
http://data.europa.eu/esco/occupation/00000087,http://data.europa.eu/esco/skill/00000162,optional
http://data.europa.eu/esco/occupation/00000088,http://data.europa.eu/esco/skill/00000207,essential
http://data.europa.eu/esco/occupation/00000089,http://data.europa.eu/esco/skill/00000278,essential
http://data.europa.eu/esco/occupation/00000089,http://data.europa.eu/esco/skill/00000237,essential
http://data.europa.eu/esco/occupation/00000089,http://data.europa.eu/esco/skill/00000212,optional
http://data.europa.eu/esco/occupation/00000090,http://data.europa.eu/esco/skill/00000256,essential
http://data.europa.eu/esco/occupation/00000090,http://data.europa.eu/esco/skill/00000227,optional
http://data.europa.eu/esco/occupation/00000090,http://data.europa.eu/esco/skill/00000027,essential
http://data.europa.eu/esco/occupation/00000091,http://data.europa.eu/esco/skill/00000225,essential
http://data.europa.eu/esco/occupation/00000091,http://data.europa.eu/esco/skill/00000249,essential
http://data.europa.eu/esco/occupation/00000092,http://data.europa.eu/esco/skill/00000123,essential
http://data.europa.eu/esco/occupation/00000092,http://data.europa.eu/esco/skill/00000082,optional
http://data.europa.eu/esco/occupation/00000092,http://data.europa.eu/esco/skill/00000160,essential
http://data.europa.eu/esco/occupation/00000093,http://data.europa.eu/esco/skill/00000059,optional
http://data.europa.eu/esco/occupation/00000094,http://data.europa.eu/esco/skill/00000079,optional
http://data.europa.eu/esco/occupation/00000095,http://data.europa.eu/esco/skill/00000150,optional
http://data.europa.eu/esco/occupation/00000095,http://data.europa.eu/esco/skill/00000261,optional
http://data.europa.eu/esco/occupation/00000095,http://data.europa.eu/esco/skill/00000140,optional
http://data.europa.eu/esco/occupation/00000096,http://data.europa.eu/esco/skill/00000234,essential
http://data.europa.eu/esco/occupation/00000097,http://data.europa.eu/esco/skill/00000098,essential
http://data.europa.eu/esco/occupation/00000097,http://data.europa.eu/esco/skill/00000261,essential
http://data.europa.eu/esco/occupation/00000098,http://data.europa.eu/esco/skill/00000213,optional
http://data.europa.eu/esco/occupation/00000098,http://data.europa.eu/esco/skill/00000175,essential
http://data.europa.eu/esco/occupation/00000099,http://data.europa.eu/esco/skill/00000153,optional
http://data.europa.eu/esco/occupation/00000099,http://data.europa.eu/esco/skill/00000297,essential
http://data.europa.eu/esco/occupation/00000100,http://data.europa.eu/esco/skill/00000276,optional
http://data.europa.eu/esco/occupation/00000100,http://data.europa.eu/esco/skill/00000248,optional
http://data.europa.eu/esco/occupation/00000101,http://data.europa.eu/esco/skill/00000279,optional
http://data.europa.eu/esco/occupation/00000101,http://data.europa.eu/esco/skill/00000194,essential
http://data.europa.eu/esco/occupation/00000101,http://data.europa.eu/esco/skill/00000234,essential
http://data.europa.eu/esco/occupation/00000102,http://data.europa.eu/esco/skill/00000197,essential
http://data.europa.eu/esco/occupation/00000102,http://data.europa.eu/esco/skill/00000120,optional
http://data.europa.eu/esco/occupation/00000102,http://data.europa.eu/esco/skill/00000211,optional
http://data.europa.eu/esco/occupation/00000103,http://data.europa.eu/esco/skill/00000196,optional
http://data.europa.eu/esco/occupation/00000103,http://data.europa.eu/esco/skill/00000198,essential
http://data.europa.eu/esco/occupation/00000103,http://data.europa.eu/esco/skill/00000078,essential
http://data.europa.eu/esco/occupation/00000104,http://data.europa.eu/esco/skill/00000170,essential
http://data.europa.eu/esco/occupation/00000104,http://data.europa.eu/esco/skill/00000052,optional
http://data.europa.eu/esco/occupation/00000104,http://data.europa.eu/esco/skill/00000226,essential
http://data.europa.eu/esco/occupation/00000105,http://data.europa.eu/esco/skill/00000074,essential
http://data.europa.eu/esco/occupation/00000105,http://data.europa.eu/esco/skill/00000210,optional
http://data.europa.eu/esco/occupation/00000105,http://data.europa.eu/esco/skill/00000080,optional
http://data.europa.eu/esco/occupation/00000106,http://data.europa.eu/esco/skill/00000204,optional
http://data.europa.eu/esco/occupation/00000106,http://data.europa.eu/esco/skill/00000042,optional
http://data.europa.eu/esco/occupation/00000107,http://data.europa.eu/esco/skill/00000250,essential
http://data.europa.eu/esco/occupation/00000107,http://data.europa.eu/esco/skill/00000278,essential
http://data.europa.eu/esco/occupation/00000108,http://data.europa.eu/esco/skill/00000148,essential
http://data.europa.eu/esco/occupation/00000109,http://data.europa.eu/esco/skill/00000047,essential
http://data.europa.eu/esco/occupation/00000109,http://data.europa.eu/esco/skill/00000223,optional
http://data.europa.eu/esco/occupation/00000109,http://data.europa.eu/esco/skill/00000051,essential
http://data.europa.eu/esco/occupation/00000110,http://data.europa.eu/esco/skill/00000154,optional
http://data.europa.eu/esco/occupation/00000110,http://data.europa.eu/esco/skill/00000015,essential
http://data.europa.eu/esco/occupation/00000110,http://data.europa.eu/esco/skill/00000024,optional
http://data.europa.eu/esco/occupation/00000111,http://data.europa.eu/esco/skill/00000192,essential
http://data.europa.eu/esco/occupation/00000111,http://data.europa.eu/esco/skill/00000221,essential
http://data.europa.eu/esco/occupation/00000112,http://data.europa.eu/esco/skill/00000211,essential
http://data.europa.eu/esco/occupation/00000112,http://data.europa.eu/esco/skill/00000290,essential
http://data.europa.eu/esco/occupation/00000112,http://data.europa.eu/esco/skill/00000093,essential
http://data.europa.eu/esco/occupation/00000113,http://data.europa.eu/esco/skill/00000196,essential
http://data.europa.eu/esco/occupation/00000113,http://data.europa.eu/esco/skill/00000124,essential
http://data.europa.eu/esco/occupation/00000113,http://data.europa.eu/esco/skill/00000255,optional
http://data.europa.eu/esco/occupation/00000114,http://data.europa.eu/esco/skill/00000131,optional
http://data.europa.eu/esco/occupation/00000114,http://data.europa.eu/esco/skill/00000236,optional
http://data.europa.eu/esco/occupation/00000114,http://data.europa.eu/esco/skill/00000005,essential
http://data.europa.eu/esco/occupation/00000115,http://data.europa.eu/esco/skill/00000227,optional
http://data.europa.eu/esco/occupation/00000116,http://data.europa.eu/esco/skill/00000154,optional
http://data.europa.eu/esco/occupation/00000116,http://data.europa.eu/esco/skill/00000218,optional
http://data.europa.eu/esco/occupation/00000116,http://data.europa.eu/esco/skill/00000129,essential
http://data.europa.eu/esco/occupation/00000117,http://data.europa.eu/esco/skill/00000248,essential
http://data.europa.eu/esco/occupation/00000117,http://data.europa.eu/esco/skill/00000055,optional
http://data.europa.eu/esco/occupation/00000118,http://data.europa.eu/esco/skill/00000184,optional
http://data.europa.eu/esco/occupation/00000118,http://data.europa.eu/esco/skill/00000295,essential
http://data.europa.eu/esco/occupation/00000118,http://data.europa.eu/esco/skill/00000152,optional
http://data.europa.eu/esco/occupation/00000119,http://data.europa.eu/esco/skill/00000005,essential
http://data.europa.eu/esco/occupation/00000119,http://data.europa.eu/esco/skill/00000290,optional
http://data.europa.eu/esco/occupation/00000120,http://data.europa.eu/esco/skill/00000118,essential
http://data.europa.eu/esco/occupation/00000120,http://data.europa.eu/esco/skill/00000181,essential
http://data.europa.eu/esco/occupation/00000121,http://data.europa.eu/esco/skill/00000129,essential
http://data.europa.eu/esco/occupation/00000121,http://data.europa.eu/esco/skill/00000071,optional
http://data.europa.eu/esco/occupation/00000121,http://data.europa.eu/esco/skill/00000050,optional
http://data.europa.eu/esco/occupation/00000122,http://data.europa.eu/esco/skill/00000297,optional
http://data.europa.eu/esco/occupation/00000123,http://data.europa.eu/esco/skill/00000068,optional
http://data.europa.eu/esco/occupation/00000123,http://data.europa.eu/esco/skill/00000047,optional
http://data.europa.eu/esco/occupation/00000123,http://data.europa.eu/esco/skill/00000152,essential
http://data.europa.eu/esco/occupation/00000124,http://data.europa.eu/esco/skill/00000068,optional
http://data.europa.eu/esco/occupation/00000125,http://data.europa.eu/esco/skill/00000257,optional
http://data.europa.eu/esco/occupation/00000125,http://data.europa.eu/esco/skill/00000140,optional
http://data.europa.eu/esco/occupation/00000125,http://data.europa.eu/esco/skill/00000085,optional
http://data.europa.eu/esco/occupation/00000126,http://data.europa.eu/esco/skill/00000174,essential
http://data.europa.eu/esco/occupation/00000126,http://data.europa.eu/esco/skill/00000059,essential
http://data.europa.eu/esco/occupation/00000126,http://data.europa.eu/esco/skill/00000240,essential
http://data.europa.eu/esco/occupation/00000127,http://data.europa.eu/esco/skill/00000204,essential
http://data.europa.eu/esco/occupation/00000127,http://data.europa.eu/esco/skill/00000286,optional
http://data.europa.eu/esco/occupation/00000127,http://data.europa.eu/esco/skill/00000188,essential
http://data.europa.eu/esco/occupation/00000128,http://data.europa.eu/esco/skill/00000275,optional
http://data.europa.eu/esco/occupation/00000128,http://data.europa.eu/esco/skill/00000064,optional
http://data.europa.eu/esco/occupation/00000129,http://data.europa.eu/esco/skill/00000135,optional
http://data.europa.eu/esco/occupation/00000129,http://data.europa.eu/esco/skill/00000300,essential
http://data.europa.eu/esco/occupation/00000129,http://data.europa.eu/esco/skill/00000196,essential
http://data.europa.eu/esco/occupation/00000130,http://data.europa.eu/esco/skill/00000013,optional
http://data.europa.eu/esco/occupation/00000130,http://data.europa.eu/esco/skill/00000288,essential
http://data.europa.eu/esco/occupation/00000131,http://data.europa.eu/esco/skill/00000033,optional
http://data.europa.eu/esco/occupation/00000131,http://data.europa.eu/esco/skill/00000238,essential
http://data.europa.eu/esco/occupation/00000131,http://data.europa.eu/esco/skill/00000155,essential
http://data.europa.eu/esco/occupation/00000132,http://data.europa.eu/esco/skill/00000020,optional
http://data.europa.eu/esco/occupation/00000133,http://data.europa.eu/esco/skill/00000060,essential
http://data.europa.eu/esco/occupation/00000133,http://data.europa.eu/esco/skill/00000050,essential
http://data.europa.eu/esco/occupation/00000134,http://data.europa.eu/esco/skill/00000233,optional
http://data.europa.eu/esco/occupation/00000134,http://data.europa.eu/esco/skill/00000190,essential
http://data.europa.eu/esco/occupation/00000135,http://data.europa.eu/esco/skill/00000051,optional
http://data.europa.eu/esco/occupation/00000135,http://data.europa.eu/esco/skill/00000251,optional
http://data.europa.eu/esco/occupation/00000136,http://data.europa.eu/esco/skill/00000190,essential
http://data.europa.eu/esco/occupation/00000137,http://data.europa.eu/esco/skill/00000228,optional
http://data.europa.eu/esco/occupation/00000137,http://data.europa.eu/esco/skill/00000121,essential
http://data.europa.eu/esco/occupation/00000138,http://data.europa.eu/esco/skill/00000189,essential
http://data.europa.eu/esco/occupation/00000138,http://data.europa.eu/esco/skill/00000279,optional
http://data.europa.eu/esco/occupation/00000138,http://data.europa.eu/esco/skill/00000184,optional
http://data.europa.eu/esco/occupation/00000139,http://data.europa.eu/esco/skill/00000063,optional
http://data.europa.eu/esco/occupation/00000140,http://data.europa.eu/esco/skill/00000109,essential
http://data.europa.eu/esco/occupation/00000141,http://data.europa.eu/esco/skill/00000171,essential
http://data.europa.eu/esco/occupation/00000142,http://data.europa.eu/esco/skill/00000290,essential
http://data.europa.eu/esco/occupation/00000143,http://data.europa.eu/esco/skill/00000284,essential
http://data.europa.eu/esco/occupation/00000144,http://data.europa.eu/esco/skill/00000111,essential
http://data.europa.eu/esco/occupation/00000144,http://data.europa.eu/esco/skill/00000120,essential
http://data.europa.eu/esco/occupation/00000144,http://data.europa.eu/esco/skill/00000169,optional
http://data.europa.eu/esco/occupation/00000145,http://data.europa.eu/esco/skill/00000067,optional
http://data.europa.eu/esco/occupation/00000146,http://data.europa.eu/esco/skill/00000057,essential
http://data.europa.eu/esco/occupation/00000147,http://data.europa.eu/esco/skill/00000008,optional
http://data.europa.eu/esco/occupation/00000148,http://data.europa.eu/esco/skill/00000166,essential
http://data.europa.eu/esco/occupation/00000149,http://data.europa.eu/esco/skill/00000136,essential
http://data.europa.eu/esco/occupation/00000150,http://data.europa.eu/esco/skill/00000216,essential
http://data.europa.eu/esco/occupation/00000151,http://data.europa.eu/esco/skill/00000033,optional
http://data.europa.eu/esco/occupation/00000151,http://data.europa.eu/esco/skill/00000244,essential
http://data.europa.eu/esco/occupation/00000151,http://data.europa.eu/esco/skill/00000230,optional
http://data.europa.eu/esco/occupation/00000152,http://data.europa.eu/esco/skill/00000114,optional
http://data.europa.eu/esco/occupation/00000152,http://data.europa.eu/esco/skill/00000023,optional
http://data.europa.eu/esco/occupation/00000152,http://data.europa.eu/esco/skill/00000267,essential
http://data.europa.eu/esco/occupation/00000153,http://data.europa.eu/esco/skill/00000246,optional
http://data.europa.eu/esco/occupation/00000154,http://data.europa.eu/esco/skill/00000056,optional
http://data.europa.eu/esco/occupation/00000154,http://data.europa.eu/esco/skill/00000252,essential
