conceptUri,preferredLabel,altLabels,description,skillType
http://data.europa.eu/esco/skill/00000054,Skill 54 (ES),,Description for skill 54. Ability to perform task 54. [ES],skill
http://data.europa.eu/esco/skill/00000055,Skill 55 (ES),,Description for skill 55. Ability to perform task 55. [ES],knowledge
http://data.europa.eu/esco/skill/00000056,Skill 56 (ES),"Alt skill 56
Synonym 56",Description for skill 56. Ability to perform task 56. [ES],knowledge
http://data.europa.eu/esco/skill/00000057,Skill 57 (ES),,Description for skill 57. Ability to perform task 57. [ES],skill
http://data.europa.eu/esco/skill/00000058,Skill 58 (ES),,Description for skill 58. Ability to perform task 58. [ES],attitude
http://data.europa.eu/esco/skill/00000059,Skill 59 (ES),,Description for skill 59. Ability to perform task 59. [ES],knowledge
http://data.europa.eu/esco/skill/00000060,Skill 60 (ES),"Alt skill 60
Synonym 60",Description for skill 60. Ability to perform task 60. [ES],knowledge
http://data.europa.eu/esco/skill/00000061,Skill 61 (ES),,Description for skill 61. Ability to perform task 61. [ES],attitude
http://data.europa.eu/esco/skill/00000062,Skill 62 (ES),,Description for skill 62. Ability to perform task 62. [ES],attitude
http://data.europa.eu/esco/skill/00000063,Skill 63 (ES),,Description for skill 63. Ability to perform task 63. [ES],knowledge
http://data.europa.eu/esco/skill/00000064,Skill 64 (ES),"Alt skill 64
Synonym 64",Description for skill 64. Ability to perform task 64. [ES],knowledge
http://data.europa.eu/esco/skill/00000065,Skill 65 (ES),,Description for skill 65. Ability to perform task 65. [ES],knowledge
http://data.europa.eu/esco/skill/00000066,Skill 66 (ES),,Description for skill 66. Ability to perform task 66. [ES],knowledge
http://data.europa.eu/esco/skill/00000067,Skill 67 (ES),,Description for skill 67. Ability to perform task 67. [ES],skill
http://data.europa.eu/esco/skill/00000068,Skill 68 (ES),"Alt skill 68
Synonym 68",Description for skill 68. Ability to perform task 68. [ES],skill
http://data.europa.eu/esco/skill/00000069,Skill 69 (ES),,Description for skill 69. Ability to perform task 69. [ES],skill
http://data.europa.eu/esco/skill/00000070,Skill 70 (ES),,Description for skill 70. Ability to perform task 70. [ES],knowledge
http://data.europa.eu/esco/skill/00000071,Skill 71 (ES),,Description for skill 71. Ability to perform task 71. [ES],skill
http://data.europa.eu/esco/skill/00000072,Skill 72 (ES),"Alt skill 72
Synonym 72",Description for skill 72. Ability to perform task 72. [ES],knowledge
http://data.europa.eu/esco/skill/00000073,Skill 73 (ES),,Description for skill 73. Ability to perform task 73. [ES],knowledge
http://data.europa.eu/esco/skill/00000074,Skill 74 (ES),,Description for skill 74. Ability to perform task 74. [ES],skill
http://data.europa.eu/esco/skill/00000075,Skill 75 (ES),,Description for skill 75. Ability to perform task 75. [ES],knowledge
http://data.europa.eu/esco/skill/00000076,Skill 76 (ES),"Alt skill 76
Synonym 76",Description for skill 76. Ability to perform task 76. [ES],skill
http://data.europa.eu/esco/skill/00000077,Skill 77 (ES),,Description for skill 77. Ability to perform task 77. [ES],skill
http://data.europa.eu/esco/skill/00000078,Skill 78 (ES),,Description for skill 78. Ability to perform task 78. [ES],skill
http://data.europa.eu/esco/skill/00000079,Skill 79 (ES),,Description for skill 79. Ability to perform task 79. [ES],skill
http://data.europa.eu/esco/skill/00000080,Skill 80 (ES),"Alt skill 80
Synonym 80",Description for skill 80. Ability to perform task 80. [ES],skill
http://data.europa.eu/esco/skill/00000081,Skill 81 (ES),,Description for skill 81. Ability to perform task 81. [ES],attitude
http://data.europa.eu/esco/skill/00000082,Skill 82 (ES),,Description for skill 82. Ability to perform task 82. [ES],attitude
http://data.europa.eu/esco/skill/00000083,Skill 83 (ES),,Description for skill 83. Ability to perform task 83. [ES],attitude
http://data.europa.eu/esco/skill/00000084,Skill 84 (ES),"Alt skill 84
Synonym 84",Description for skill 84. Ability to perform task 84. [ES],attitude
http://data.europa.eu/esco/skill/00000085,Skill 85 (ES),,Description for skill 85. Ability to perform task 85. [ES],attitude
http://data.europa.eu/esco/skill/00000086,Skill 86 (ES),,Description for skill 86. Ability to perform task 86. [ES],skill
http://data.europa.eu/esco/skill/00000087,Skill 87 (ES),,Description for skill 87. Ability to perform task 87. [ES],knowledge
http://data.europa.eu/esco/skill/00000088,Skill 88 (ES),"Alt skill 88
Synonym 88",Description for skill 88. Ability to perform task 88. [ES],knowledge
http://data.europa.eu/esco/skill/00000089,Skill 89 (ES),,Description for skill 89. Ability to perform task 89. [ES],skill
http://data.europa.eu/esco/skill/00000090,Skill 90 (ES),,Description for skill 90. Ability to perform task 90. [ES],knowledge
http://data.europa.eu/esco/skill/00000091,Skill 91 (ES),,Description for skill 91. Ability to perform task 91. [ES],knowledge
http://data.europa.eu/esco/skill/00000092,Skill 92 (ES),"Alt skill 92
Synonym 92",Description for skill 92. Ability to perform task 92. [ES],attitude
http://data.europa.eu/esco/skill/00000093,Skill 93 (ES),,Description for skill 93. Ability to perform task 93. [ES],attitude
http://data.europa.eu/esco/skill/00000094,Skill 94 (ES),,Description for skill 94. Ability to perform task 94. [ES],attitude
http://data.europa.eu/esco/skill/00000095,Skill 95 (ES),,Description for skill 95. Ability to perform task 95. [ES],knowledge
http://data.europa.eu/esco/skill/00000096,Skill 96 (ES),"Alt skill 96
Synonym 96",Description for skill 96. Ability to perform task 96. [ES],attitude
http://data.europa.eu/esco/skill/00000097,Skill 97 (ES),,Description for skill 97. Ability to perform task 97. [ES],skill
http://data.europa.eu/esco/skill/00000098,Skill 98 (ES),,Description for skill 98. Ability to perform task 98. [ES],knowledge
http://data.europa.eu/esco/skill/00000099,Skill 99 (ES),,Description for skill 99. Ability to perform task 99. [ES],knowledge
http://data.europa.eu/esco/skill/00000100,Skill 100 (ES),"Alt skill 100
Synonym 100",Description for skill 100. Ability to perform task 100. [ES],attitude
http://data.europa.eu/esco/skill/00000101,Skill 101 (ES),,Description for skill 101. Ability to perform task 101. [ES],skill
http://data.europa.eu/esco/skill/00000102,Skill 102 (ES),,Description for skill 102. Ability to perform task 102. [ES],attitude
http://data.europa.eu/esco/skill/00000103,Skill 103 (ES),,Description for skill 103. Ability to perform task 103. [ES],attitude
http://data.europa.eu/esco/skill/00000104,Skill 104 (ES),"Alt skill 104
Synonym 104",Description for skill 104. Ability to perform task 104. [ES],knowledge
http://data.europa.eu/esco/skill/00000105,Skill 105 (ES),,Description for skill 105. Ability to perform task 105. [ES],knowledge
http://data.europa.eu/esco/skill/00000106,Skill 106 (ES),,Description for skill 106. Ability to perform task 106. [ES],attitude
http://data.europa.eu/esco/skill/00000107,Skill 107 (ES),,Description for skill 107. Ability to perform task 107. [ES],knowledge
http://data.europa.eu/esco/skill/00000108,Skill 108 (ES),"Alt skill 108
Synonym 108",Description for skill 108. Ability to perform task 108. [ES],knowledge
http://data.europa.eu/esco/skill/00000109,Skill 109 (ES),,Description for skill 109. Ability to perform task 109. [ES],knowledge
http://data.europa.eu/esco/skill/00000110,Skill 110 (ES),,Description for skill 110. Ability to perform task 110. [ES],attitude
http://data.europa.eu/esco/skill/00000111,Skill 111 (ES),,Description for skill 111. Ability to perform task 111. [ES],knowledge
http://data.europa.eu/esco/skill/00000112,Skill 112 (ES),"Alt skill 112
Synonym 112",Description for skill 112. Ability to perform task 112. [ES],attitude
http://data.europa.eu/esco/skill/00000113,Skill 113 (ES),,Description for skill 113. Ability to perform task 113. [ES],knowledge
http://data.europa.eu/esco/skill/00000114,Skill 114 (ES),,Description for skill 114. Ability to perform task 114. [ES],skill
http://data.europa.eu/esco/skill/00000115,Skill 115 (ES),,Description for skill 115. Ability to perform task 115. [ES],knowledge
http://data.europa.eu/esco/skill/00000116,Skill 116 (ES),"Alt skill 116
Synonym 116",Description for skill 116. Ability to perform task 116. [ES],attitude
http://data.europa.eu/esco/skill/00000117,Skill 117 (ES),,Description for skill 117. Ability to perform task 117. [ES],knowledge
http://data.europa.eu/esco/skill/00000118,Skill 118 (ES),,Description for skill 118. Ability to perform task 118. [ES],attitude
http://data.europa.eu/esco/skill/00000119,Skill 119 (ES),,Description for skill 119. Ability to perform task 119. [ES],attitude
http://data.europa.eu/esco/skill/00000120,Skill 120 (ES),"Alt skill 120
Synonym 120",Description for skill 120. Ability to perform task 120. [ES],knowledge
http://data.europa.eu/esco/skill/00000121,Skill 121 (ES),,Description for skill 121. Ability to perform task 121. [ES],attitude
http://data.europa.eu/esco/skill/00000122,Skill 122 (ES),,Description for skill 122. Ability to perform task 122. [ES],knowledge
http://data.europa.eu/esco/skill/00000123,Skill 123 (ES),,Description for skill 123. Ability to perform task 123. [ES],skill
http://data.europa.eu/esco/skill/00000124,Skill 124 (ES),"Alt skill 124
Synonym 124",Description for skill 124. Ability to perform task 124. [ES],attitude
http://data.europa.eu/esco/skill/00000125,Skill 125 (ES),,Description for skill 125. Ability to perform task 125. [ES],attitude
http://data.europa.eu/esco/skill/00000126,Skill 126 (ES),,Description for skill 126. Ability to perform task 126. [ES],attitude
http://data.europa.eu/esco/skill/00000127,Skill 127 (ES),,Description for skill 127. Ability to perform task 127. [ES],attitude
http://data.europa.eu/esco/skill/00000128,Skill 128 (ES),"Alt skill 128
Synonym 128",Description for skill 128. Ability to perform task 128. [ES],skill
http://data.europa.eu/esco/skill/00000129,Skill 129 (ES),,Description for skill 129. Ability to perform task 129. [ES],skill
http://data.europa.eu/esco/skill/00000130,Skill 130 (ES),,Description for skill 130. Ability to perform task 130. [ES],knowledge
http://data.europa.eu/esco/skill/00000131,Skill 131 (ES),,Description for skill 131. Ability to perform task 131. [ES],attitude
http://data.europa.eu/esco/skill/00000132,Skill 132 (ES),"Alt skill 132
Synonym 132",Description for skill 132. Ability to perform task 132. [ES],attitude
http://data.europa.eu/esco/skill/00000133,Skill 133 (ES),,Description for skill 133. Ability to perform task 133. [ES],skill
http://data.europa.eu/esco/skill/00000134,Skill 134 (ES),,Description for skill 134. Ability to perform task 134. [ES],knowledge
http://data.europa.eu/esco/skill/00000135,Skill 135 (ES),,Description for skill 135. Ability to perform task 135. [ES],skill
http://data.europa.eu/esco/skill/00000136,Skill 136 (ES),"Alt skill 136
Synonym 136",Description for skill 136. Ability to perform task 136. [ES],skill
http://data.europa.eu/esco/skill/00000137,Skill 137 (ES),,Description for skill 137. Ability to perform task 137. [ES],knowledge
http://data.europa.eu/esco/skill/00000138,Skill 138 (ES),,Description for skill 138. Ability to perform task 138. [ES],attitude
http://data.europa.eu/esco/skill/00000139,Skill 139 (ES),,Description for skill 139. Ability to perform task 139. [ES],attitude
http://data.europa.eu/esco/skill/00000140,Skill 140 (ES),"Alt skill 140
Synonym 140",Description for skill 140. Ability to perform task 140. [ES],skill
http://data.europa.eu/esco/skill/00000141,Skill 141 (ES),,Description for skill 141. Ability to perform task 141. [ES],skill
http://data.europa.eu/esco/skill/00000142,Skill 142 (ES),,Description for skill 142. Ability to perform task 142. [ES],skill
http://data.europa.eu/esco/skill/00000143,Skill 143 (ES),,Description for skill 143. Ability to perform task 143. [ES],knowledge
http://data.europa.eu/esco/skill/00000144,Skill 144 (ES),"Alt skill 144
Synonym 144",Description for skill 144. Ability to perform task 144. [ES],knowledge
http://data.europa.eu/esco/skill/00000145,Skill 145 (ES),,Description for skill 145. Ability to perform task 145. [ES],skill
http://data.europa.eu/esco/skill/00000146,Skill 146 (ES),,Description for skill 146. Ability to perform task 146. [ES],attitude
http://data.europa.eu/esco/skill/00000147,Skill 147 (ES),,Description for skill 147. Ability to perform task 147. [ES],attitude
http://data.europa.eu/esco/skill/00000148,Skill 148 (ES),"Alt skill 148
Synonym 148",Description for skill 148. Ability to perform task 148. [ES],knowledge
http://data.europa.eu/esco/skill/00000149,Skill 149 (ES),,Description for skill 149. Ability to perform task 149. [ES],knowledge
http://data.europa.eu/esco/skill/00000150,Skill 150 (ES),,Description for skill 150. Ability to perform task 150. [ES],attitude
http://data.europa.eu/esco/skill/00000151,Skill 151 (ES),,Description for skill 151. Ability to perform task 151. [ES],knowledge
http://data.europa.eu/esco/skill/00000152,Skill 152 (ES),"Alt skill 152
Synonym 152",Description for skill 152. Ability to perform task 152. [ES],attitude
http://data.europa.eu/esco/skill/00000153,Skill 153 (ES),,Description for skill 153. Ability to perform task 153. [ES],skill
http://data.europa.eu/esco/skill/00000154,Skill 154 (ES),,Description for skill 154. Ability to perform task 154. [ES],knowledge
http://data.europa.eu/esco/skill/00000155,Skill 155 (ES),,Description for skill 155. Ability to perform task 155. [ES],skill
http://data.europa.eu/esco/skill/00000156,Skill 156 (ES),"Alt skill 156
Synonym 156",Description for skill 156. Ability to perform task 156. [ES],knowledge
http://data.europa.eu/esco/skill/00000157,Skill 157 (ES),,Description for skill 157. Ability to perform task 157. [ES],knowledge
http://data.europa.eu/esco/skill/00000158,Skill 158 (ES),,Description for skill 158. Ability to perform task 158. [ES],skill
http://data.europa.eu/esco/skill/00000159,Skill 159 (ES),,Description for skill 159. Ability to perform task 159. [ES],skill
http://data.europa.eu/esco/skill/00000160,Skill 160 (ES),"Alt skill 160
Synonym 160",Description for skill 160. Ability to perform task 160. [ES],knowledge
http://data.europa.eu/esco/skill/00000161,Skill 161 (ES),,Description for skill 161. Ability to perform task 161. [ES],skill
http://data.europa.eu/esco/skill/00000162,Skill 162 (ES),,Description for skill 162. Ability to perform task 162. [ES],attitude
http://data.europa.eu/esco/skill/00000163,Skill 163 (ES),,Description for skill 163. Ability to perform task 163. [ES],attitude
http://data.europa.eu/esco/skill/00000164,Skill 164 (ES),"Alt skill 164
Synonym 164",Description for skill 164. Ability to perform task 164. [ES],skill
http://data.europa.eu/esco/skill/00000165,Skill 165 (ES),,Description for skill 165. Ability to perform task 165. [ES],attitude
http://data.europa.eu/esco/skill/00000166,Skill 166 (ES),,Description for skill 166. Ability to perform task 166. [ES],attitude
http://data.europa.eu/esco/skill/00000167,Skill 167 (ES),,Description for skill 167. Ability to perform task 167. [ES],attitude
http://data.europa.eu/esco/skill/00000168,Skill 168 (ES),"Alt skill 168
Synonym 168",Description for skill 168. Ability to perform task 168. [ES],knowledge
http://data.europa.eu/esco/skill/00000169,Skill 169 (ES),,Description for skill 169. Ability to perform task 169. [ES],attitude
http://data.europa.eu/esco/skill/00000170,Skill 170 (ES),,Description for skill 170. Ability to perform task 170. [ES],attitude
http://data.europa.eu/esco/skill/00000171,Skill 171 (ES),,Description for skill 171. Ability to perform task 171. [ES],skill
http://data.europa.eu/esco/skill/00000172,Skill 172 (ES),"Alt skill 172
Synonym 172",Description for skill 172. Ability to perform task 172. [ES],attitude
http://data.europa.eu/esco/skill/00000173,Skill 173 (ES),,Description for skill 173. Ability to perform task 173. [ES],knowledge
http://data.europa.eu/esco/skill/00000174,Skill 174 (ES),,Description for skill 174. Ability to perform task 174. [ES],knowledge
http://data.europa.eu/esco/skill/00000175,Skill 175 (ES),,Description for skill 175. Ability to perform task 175. [ES],skill
http://data.europa.eu/esco/skill/00000176,Skill 176 (ES),"Alt skill 176
Synonym 176",Description for skill 176. Ability to perform task 176. [ES],knowledge
http://data.europa.eu/esco/skill/00000177,Skill 177 (ES),,Description for skill 177. Ability to perform task 177. [ES],knowledge
http://data.europa.eu/esco/skill/00000178,Skill 178 (ES),,Description for skill 178. Ability to perform task 178. [ES],attitude
http://data.europa.eu/esco/skill/00000179,Skill 179 (ES),,Description for skill 179. Ability to perform task 179. [ES],attitude
http://data.europa.eu/esco/skill/00000180,Skill 180 (ES),"Alt skill 180
Synonym 180",Description for skill 180. Ability to perform task 180. [ES],knowledge
http://data.europa.eu/esco/skill/00000181,Skill 181 (ES),,Description for skill 181. Ability to perform task 181. [ES],skill
http://data.europa.eu/esco/skill/00000182,Skill 182 (ES),,Description for skill 182. Ability to perform task 182. [ES],skill
http://data.europa.eu/esco/skill/00000183,Skill 183 (ES),,Description for skill 183. Ability to perform task 183. [ES],attitude
http://data.europa.eu/esco/skill/00000184,Skill 184 (ES),"Alt skill 184
Synonym 184",Description for skill 184. Ability to perform task 184. [ES],knowledge
http://data.europa.eu/esco/skill/00000185,Skill 185 (ES),,Description for skill 185. Ability to perform task 185. [ES],attitude
http://data.europa.eu/esco/skill/00000186,Skill 186 (ES),,Description for skill 186. Ability to perform task 186. [ES],skill
http://data.europa.eu/esco/skill/00000187,Skill 187 (ES),,Description for skill 187. Ability to perform task 187. [ES],knowledge
http://data.europa.eu/esco/skill/00000188,Skill 188 (ES),"Alt skill 188
Synonym 188",Description for skill 188. Ability to perform task 188. [ES],attitude
http://data.europa.eu/esco/skill/00000189,Skill 189 (ES),,Description for skill 189. Ability to perform task 189. [ES],attitude
http://data.europa.eu/esco/skill/00000190,Skill 190 (ES),,Description for skill 190. Ability to perform task 190. [ES],skill
http://data.europa.eu/esco/skill/00000191,Skill 191 (ES),,Description for skill 191. Ability to perform task 191. [ES],attitude
http://data.europa.eu/esco/skill/00000192,Skill 192 (ES),"Alt skill 192
Synonym 192",Description for skill 192. Ability to perform task 192. [ES],skill
http://data.europa.eu/esco/skill/00000193,Skill 193 (ES),,Description for skill 193. Ability to perform task 193. [ES],skill
http://data.europa.eu/esco/skill/00000194,Skill 194 (ES),,Description for skill 194. Ability to perform task 194. [ES],knowledge
http://data.europa.eu/esco/skill/00000195,Skill 195 (ES),,Description for skill 195. Ability to perform task 195. [ES],knowledge
http://data.europa.eu/esco/skill/00000196,Skill 196 (ES),"Alt skill 196
Synonym 196",Description for skill 196. Ability to perform task 196. [ES],attitude
http://data.europa.eu/esco/skill/00000197,Skill 197 (ES),,Description for skill 197. Ability to perform task 197. [ES],skill
http://data.europa.eu/esco/skill/00000198,Skill 198 (ES),,Description for skill 198. Ability to perform task 198. [ES],skill
http://data.europa.eu/esco/skill/00000199,Skill 199 (ES),,Description for skill 199. Ability to perform task 199. [ES],knowledge
http://data.europa.eu/esco/skill/00000200,Skill 200 (ES),"Alt skill 200
Synonym 200",Description for skill 200. Ability to perform task 200. [ES],knowledge
http://data.europa.eu/esco/skill/00000201,Skill 201 (ES),,Description for skill 201. Ability to perform task 201. [ES],skill
http://data.europa.eu/esco/skill/00000202,Skill 202 (ES),,Description for skill 202. Ability to perform task 202. [ES],knowledge
http://data.europa.eu/esco/skill/00000203,Skill 203 (ES),,Description for skill 203. Ability to perform task 203. [ES],attitude
http://data.europa.eu/esco/skill/00000204,Skill 204 (ES),"Alt skill 204
Synonym 204",Description for skill 204. Ability to perform task 204. [ES],skill
http://data.europa.eu/esco/skill/00000205,Skill 205 (ES),,Description for skill 205. Ability to perform task 205. [ES],knowledge
http://data.europa.eu/esco/skill/00000206,Skill 206 (ES),,Description for skill 206. Ability to perform task 206. [ES],attitude
http://data.europa.eu/esco/skill/00000207,Skill 207 (ES),,Description for skill 207. Ability to perform task 207. [ES],skill
http://data.europa.eu/esco/skill/00000208,Skill 208 (ES),"Alt skill 208
Synonym 208",Description for skill 208. Ability to perform task 208. [ES],attitude
http://data.europa.eu/esco/skill/00000209,Skill 209 (ES),,Description for skill 209. Ability to perform task 209. [ES],attitude
http://data.europa.eu/esco/skill/00000210,Skill 210 (ES),,Description for skill 210. Ability to perform task 210. [ES],skill
http://data.europa.eu/esco/skill/00000211,Skill 211 (ES),,Description for skill 211. Ability to perform task 211. [ES],attitude
http://data.europa.eu/esco/skill/00000212,Skill 212 (ES),"Alt skill 212
Synonym 212",Description for skill 212. Ability to perform task 212. [ES],knowledge
http://data.europa.eu/esco/skill/00000213,Skill 213 (ES),,Description for skill 213. Ability to perform task 213. [ES],knowledge
http://data.europa.eu/esco/skill/00000214,Skill 214 (ES),,Description for skill 214. Ability to perform task 214. [ES],knowledge
http://data.europa.eu/esco/skill/00000215,Skill 215 (ES),,Description for skill 215. Ability to perform task 215. [ES],attitude
http://data.europa.eu/esco/skill/00000216,Skill 216 (ES),"Alt skill 216
Synonym 216",Description for skill 216. Ability to perform task 216. [ES],knowledge
http://data.europa.eu/esco/skill/00000217,Skill 217 (ES),,Description for skill 217. Ability to perform task 217. [ES],attitude
http://data.europa.eu/esco/skill/00000218,Skill 218 (ES),,Description for skill 218. Ability to perform task 218. [ES],knowledge
http://data.europa.eu/esco/skill/00000219,Skill 219 (ES),,Description for skill 219. Ability to perform task 219. [ES],skill
http://data.europa.eu/esco/skill/00000220,Skill 220 (ES),"Alt skill 220
Synonym 220",Description for skill 220. Ability to perform task 220. [ES],attitude
http://data.europa.eu/esco/skill/00000221,Skill 221 (ES),,Description for skill 221. Ability to perform task 221. [ES],attitude
http://data.europa.eu/esco/skill/00000222,Skill 222 (ES),,Description for skill 222. Ability to perform task 222. [ES],knowledge
http://data.europa.eu/esco/skill/00000223,Skill 223 (ES),,Description for skill 223. Ability to perform task 223. [ES],skill
http://data.europa.eu/esco/skill/00000224,Skill 224 (ES),"Alt skill 224
Synonym 224",Description for skill 224. Ability to perform task 224. [ES],knowledge
http://data.europa.eu/esco/skill/00000225,Skill 225 (ES),,Description for skill 225. Ability to perform task 225. [ES],knowledge
http://data.europa.eu/esco/skill/00000226,Skill 226 (ES),,Description for skill 226. Ability to perform task 226. [ES],skill
http://data.europa.eu/esco/skill/00000227,Skill 227 (ES),,Description for skill 227. Ability to perform task 227. [ES],skill
http://data.europa.eu/esco/skill/00000228,Skill 228 (ES),"Alt skill 228
Synonym 228",Description for skill 228. Ability to perform task 228. [ES],knowledge
http://data.europa.eu/esco/skill/00000229,Skill 229 (ES),,Description for skill 229. Ability to perform task 229. [ES],skill
